Year,CommodityCode,CropName,CountyCode,County,HarvestedAcres,YieldUnitAcre,Production,PriceDollarsUnit,Unit,ValueDollars,lat,long
2002,216299,GRAPESWINE,83,Santa Barbara,16667.0,2.88,48001.0,1371.81,TONS,65848300,34.6729,-120.0169
2003,216299,GRAPESWINE,83,Santa Barbara,16667.0,2.93,48834.0,1482.0,TONS,72373900,34.6729,-120.0169
2004,216299,GRAPESWINE,83,Santa Barbara,16634.0,5.52,91820.0,1289.0,TONS,118328400,34.6729,-120.0169
2005,216299,GRAPESWINE,83,Santa Barbara,14064.0,2.99,42051.0,1430.0,TONS,60117800,34.6729,-120.0169
2006,216299,GRAPESWINE,83,Santa Barbara,10799.0,3.63,39200.0,1510.0,TONS,59189300,34.6729,-120.0169
2007,216299,GRAPESWINE,83,Santa Barbara,9369.0,4.63,43379.0,1184.0,TONS,51352500,34.6729,-120.0169
2008,216299,GRAPESWINE,83,Santa Barbara,9036.0,3.06,27650.0,1011.0,TONS,27960500,34.6729,-120.0169
2009,216299,GRAPESWINE,83,Santa Barbara,8889.0,3.56,31645.0,1036.0,TONS,32784500,34.6729,-120.0169
2010,216299,GRAPESWINE,83,Santa Barbara,8151.0,3.77,30729.0,1016.0,TONS,31217600,34.6729,-120.0169
2011,216299,GRAPESWINE,83,Santa Barbara,7613.0,3.71,28244.0,1068.0,TONS,30163180,34.6729,-120.0169
2012,216299,GRAPESWINE,83,Santa Barbara,9045.0,3.31,29895.0,711.0,TONS,21255000,34.6729,-120.0169
2013,216299,GRAPESWINE,83,Santa Barbara,8646.0,3.08,26630.0,527.0,TONS,14021760,34.6729,-120.0169
2014,216299,GRAPESWINE,83,Santa Barbara,9510.0,2.75,26149.0,424.0,TONS,11098420,34.6729,-120.0169
2015,216299,GRAPESWINE,83,Santa Barbara,7448.0,4.28,31877.0,360.0,TONS,11480183,34.6729,-120.0169
2016,216299,GRAPESWINE,83,Santa Barbara,8670.0,3.85,33380.0,414.0,TONS,13834007,34.6729,-120.0169
2017,216299,GRAPESWINE,83,Santa Barbara,8452.0,2.47,20876.0,563.0,TONS,11750683,34.6729,-120.0169
2018,216299,GRAPESWINE,83,Santa Barbara,6382.0,2.95,18827.0,561.0,TONS,10566654,34.6729,-120.0169
2019,216299,GRAPESWINE,83,Santa Barbara,5496.0,2.78,15279.0,554.0,TONS,8461052,34.6729,-120.0169
2020,216299,GRAPESWINE,83,Santa Barbara,5306.0,1.54,8171.0,499.0,TONS,4073244,34.6729,-120.0169
1982,216299,GRAPESWINE,85,Santa Clara,1730.0,3.49,6040.0,1983.77,TONS,11982000,37.2318,-121.6951
1983,216299,GRAPESWINE,85,Santa Clara,1700.0,3.4,5780.0,1997.4,TONS,11545000,37.2318,-121.6951
1984,216299,GRAPESWINE,85,Santa Clara,1670.0,3.74,6250.0,1797.6,TONS,11235000,37.2318,-121.6951
1985,216299,GRAPESWINE,85,Santa Clara,1600.0,3.44,5510.0,1827.04,TONS,10067000,37.2318,-121.6951
1986,216299,GRAPESWINE,85,Santa Clara,1580.0,2.84,4490.0,1703.56,TONS,7649000,37.2318,-121.6951
1987,216299,GRAPESWINE,85,Santa Clara,1540.0,2.09,3220.0,1710.87,TONS,5509000,37.2318,-121.6951
1988,216299,GRAPESWINE,85,Santa Clara,1600.0,3.53,5640.0,1483.69,TONS,8368000,37.2318,-121.6951
1989,216299,GRAPESWINE,85,Santa Clara,1590.0,3.84,6100.0,1442.95,TONS,8802000,37.2318,-121.6951
1990,216299,GRAPESWINE,85,Santa Clara,1580.0,3.92,6190.0,1170.92,TONS,7248000,37.2318,-121.6951
1991,216299,GRAPESWINE,85,Santa Clara,1550.0,3.17,4910.0,1344.4,TONS,6601000,37.2318,-121.6951
1992,216299,GRAPESWINE,85,Santa Clara,1530.0,3.59,5490.0,1285.79,TONS,7059000,37.2318,-121.6951
1993,216299,GRAPESWINE,85,Santa Clara,1516.0,3.7,5609.0,1244.96,TONS,6983000,37.2318,-121.6951
1994,216299,GRAPESWINE,85,Santa Clara,1510.0,3.0,4530.0,1426.05,TONS,6460000,37.2318,-121.6951
1995,216299,GRAPESWINE,85,Santa Clara,1550.0,3.0,4650.0,1313.98,TONS,6110000,37.2318,-121.6951
1998,216299,GRAPESWINE,85,Santa Clara,1750.0,3.8,6650.0,1120.0,TONS,7448000,37.2318,-121.6951
1999,216299,GRAPESWINE,85,Santa Clara,1720.0,4.0,6880.0,1061.05,TONS,7300000,37.2318,-121.6951
2000,216299,GRAPESWINE,85,Santa Clara,1870.0,3.3,6171.0,994.98,TONS,6140000,37.2318,-121.6951
2001,216299,GRAPESWINE,85,Santa Clara,1854.0,2.9,5377.0,1205.88,TONS,6484000,37.2318,-121.6951
2002,216299,GRAPESWINE,85,Santa Clara,1839.0,3.3,6069.0,1313.0,TONS,7968000,37.2318,-121.6951
2003,216299,GRAPESWINE,85,Santa Clara,1750.0,3.78,6615.0,1408.0,TONS,9314000,37.2318,-121.6951
2004,216299,GRAPESWINE,85,Santa Clara,1749.0,3.9,6821.0,1521.0,TONS,10375000,37.2318,-121.6951
2005,216299,GRAPESWINE,85,Santa Clara,1600.0,4.4,7040.0,1780.0,TONS,12531000,37.2318,-121.6951
2006,216299,GRAPESWINE,85,Santa Clara,1700.0,3.8,6460.0,1300.0,TONS,8398000,37.2318,-121.6951
2007,216299,GRAPESWINE,85,Santa Clara,1600.0,2.75,4400.0,750.0,TONS,3300000,37.2318,-121.6951
2008,216299,GRAPESWINE,85,Santa Clara,1535.0,2.5,3838.0,760.0,TONS,2917000,37.2318,-121.6951
2009,216299,GRAPESWINE,85,Santa Clara,1455.0,2.75,4001.0,665.0,TONS,2661000,37.2318,-121.6951
2010,216299,GRAPESWINE,85,Santa Clara,1430.0,2.5,3575.0,690.0,TONS,2467000,37.2318,-121.6951
2011,216299,GRAPESWINE,85,Santa Clara,1475.0,2.5,3688.0,570.0,TONS,2102000,37.2318,-121.6951
2012,216299,GRAPESWINE,85,Santa Clara,1550.0,2.5,3875.0,555.0,TONS,2151000,37.2318,-121.6951
2013,216299,GRAPESWINE,85,Santa Clara,1500.0,2.75,4125.0,525.0,TONS,2166000,37.2318,-121.6951
2014,216299,GRAPESWINE,85,Santa Clara,1500.0,2.5,3750.0,500.0,TONS,1875000,37.2318,-121.6951
2015,216299,GRAPESWINE,85,Santa Clara,1570.0,2.0,3140.0,415.0,TONS,1303000,37.2318,-121.6951
2016,216299,GRAPESWINE,85,Santa Clara,1600.0,3.0,4800.0,400.0,TONS,1920000,37.2318,-121.6951
2017,216299,GRAPESWINE,85,Santa Clara,1525.0,3.0,4575.0,310.0,TONS,1418000,37.2318,-121.6951
2018,216299,GRAPESWINE,85,Santa Clara,1560.0,2.5,3900.0,300.0,TONS,1170000,37.2318,-121.6951
2019,216299,GRAPESWINE,85,Santa Clara,1645.0,2.0,3290.0,350.0,TONS,1152000,37.2318,-121.6951
2020,216299,GRAPESWINE,85,Santa Clara,1732.0,3.0,5195.0,400.0,TONS,2078000,37.2318,-121.6951
1983,216299,GRAPESWINE,87,Santa Cruz,670.0,2.39,1600.0,3008.75,TONS,4814000,37.0562,-122.0018
1984,216299,GRAPESWINE,87,Santa Cruz,679.0,2.55,1730.0,3384.97,TONS,5856000,37.0562,-122.0018
1987,216299,GRAPESWINE,87,Santa Cruz,630.0,2.27,1430.0,2934.97,TONS,4197000,37.0562,-122.0018
1988,216299,GRAPESWINE,87,Santa Cruz,638.0,2.35,1500.0,3226.67,TONS,4840000,37.0562,-122.0018
1989,216299,GRAPESWINE,87,Santa Cruz,626.0,2.43,1520.0,2988.82,TONS,4543000,37.0562,-122.0018
1990,216299,GRAPESWINE,87,Santa Cruz,656.0,1.26,827.0,2844.01,TONS,2352000,37.0562,-122.0018
1991,216299,GRAPESWINE,87,Santa Cruz,654.0,2.55,1670.0,2921.56,TONS,4879000,37.0562,-122.0018
1992,216299,GRAPESWINE,87,Santa Cruz,656.0,2.71,1780.0,2584.83,TONS,4601000,37.0562,-122.0018
1993,216299,GRAPESWINE,87,Santa Cruz,630.0,3.16,1990.0,2701.01,TONS,5375000,37.0562,-122.0018
1994,216299,GRAPESWINE,87,Santa Cruz,644.0,1.04,670.0,2398.51,TONS,1607000,37.0562,-122.0018
1995,216299,GRAPESWINE,87,Santa Cruz,607.0,2.22,1350.0,2271.11,TONS,3066000,37.0562,-122.0018
1996,216299,GRAPESWINE,87,Santa Cruz,629.0,2.31,1453.0,2229.18,TONS,3239000,37.0562,-122.0018
1997,216299,GRAPESWINE,87,Santa Cruz,612.0,1.93,1181.0,2488.57,TONS,2939000,37.0562,-122.0018
1998,216299,GRAPESWINE,87,Santa Cruz,598.0,2.13,1274.0,2383.83,TONS,3037000,37.0562,-122.0018
1999,216299,GRAPESWINE,87,Santa Cruz,600.0,3.0,1800.0,2390.0,TONS,4302000,37.0562,-122.0018
2000,216299,GRAPESWINE,87,Santa Cruz,575.0,1.39,799.0,2200.25,TONS,1758000,37.0562,-122.0018
2001,216299,GRAPESWINE,87,Santa Cruz,572.0,1.2,686.0,2131.2,TONS,1462000,37.0562,-122.0018
2002,216299,GRAPESWINE,87,Santa Cruz,574.0,3.33,1911.0,1350.08,TONS,2580000,37.0562,-122.0018
2003,216299,GRAPESWINE,87,Santa Cruz,549.0,4.0,2196.0,1500.0,TONS,3294000,37.0562,-122.0018
2004,216299,GRAPESWINE,87,Santa Cruz,466.0,3.5,1631.0,2270.0,TONS,3702000,37.0562,-122.0018
2005,216299,GRAPESWINE,87,Santa Cruz,477.0,1.61,768.0,2271.0,TONS,1744000,37.0562,-122.0018
2006,216299,GRAPESWINE,87,Santa Cruz,260.0,2.64,686.0,2204.0,TONS,1512000,37.0562,-122.0018
2007,216299,GRAPESWINE,87,Santa Cruz,254.0,1.3,330.0,1533.0,TONS,506000,37.0562,-122.0018
2008,216299,GRAPESWINE,87,Santa Cruz,245.0,4.4,1078.0,1955.0,TONS,2107000,37.0562,-122.0018
2009,216299,GRAPESWINE,87,Santa Cruz,245.0,2.1,514.0,1951.0,TONS,1003000,37.0562,-122.0018
2010,216299,GRAPESWINE,87,Santa Cruz,180.0,1.11,200.0,1600.0,TONS,320000,37.0562,-122.0018
2011,216299,GRAPESWINE,87,Santa Cruz,188.0,0.81,152.0,1296.0,TONS,197000,37.0562,-122.0018
2012,216299,GRAPESWINE,87,Santa Cruz,163.0,0.93,152.0,1678.0,TONS,255000,37.0562,-122.0018
2013,216299,GRAPESWINE,87,Santa Cruz,96.0,1.44,138.0,1449.0,TONS,200000,37.0562,-122.0018
2014,216299,GRAPESWINE,87,Santa Cruz,110.0,1.6,176.0,1489.0,TONS,262000,37.0562,-122.0018
2015,216299,GRAPESWINE,87,Santa Cruz,120.0,2.0,240.0,1363.0,TONS,327000,37.0562,-122.0018
2016,216299,GRAPESWINE,87,Santa Cruz,120.0,1.8,216.0,1449.0,TONS,313000,37.0562,-122.0018
2017,216299,GRAPESWINE,87,Santa Cruz,110.0,1.1,121.0,1149.0,TONS,139000,37.0562,-122.0018
2018,216299,GRAPESWINE,87,Santa Cruz,105.0,0.9,95.0,895.0,TONS,85000,37.0562,-122.0018
2019,216299,GRAPESWINE,87,Santa Cruz,103.0,1.55,160.0,825.0,TONS,132000,37.0562,-122.0018
2020,216299,GRAPESWINE,87,Santa Cruz,97.0,1.27,123.0,821.0,TONS,101000,37.0562,-122.0018
2009,216299,GRAPESWINE,89,Shasta,200.0,2.5,500.0,1000.0,TONS,500000,40.7637,-122.0405
2010,216299,GRAPESWINE,89,Shasta,170.0,1.7,289.0,1000.0,TONS,289000,40.7637,-122.0405
2011,216299,GRAPESWINE,89,Shasta,170.0,2.6,442.0,1138.01,TONS,503000,40.7637,-122.0405
2012,216299,GRAPESWINE,89,Shasta,170.0,2.5,425.0,1134.12,TONS,482000,40.7637,-122.0405
2013,216299,GRAPESWINE,89,Shasta,160.0,1.7,272.0,1110.29,TONS,302000,40.7637,-122.0405
2014,216299,GRAPESWINE,89,Shasta,160.0,1.2,192.0,817.71,TONS,157000,40.7637,-122.0405
2015,216299,GRAPESWINE,89,Shasta,160.0,2.9,464.0,1133.62,TONS,526000,40.7637,-122.0405
2016,216299,GRAPESWINE,89,Shasta,160.0,2.0,320.0,1162.5,TONS,372000,40.7637,-122.0405
2017,216299,GRAPESWINE,89,Shasta,160.0,1.5,240.0,975.0,TONS,234000,40.7637,-122.0405
2018,216299,GRAPESWINE,89,Shasta,150.0,2.4,360.0,1050.0,TONS,378000,40.7637,-122.0405
2019,216299,GRAPESWINE,89,Shasta,160.0,3.8,608.0,1049.34,TONS,638000,40.7637,-122.0405
2020,216299,GRAPESWINE,89,Shasta,190.0,3.5,665.0,1120.0,TONS,744800,40.7637,-122.0405
1980,216299,GRAPESWINE,95,Solano,4000.0,5.6,22400.0,945.94,TONS,21189000,38.27,-121.9329
1981,216299,GRAPESWINE,95,Solano,3730.0,5.47,20400.0,1058.19,TONS,21587000,38.27,-121.9329
1982,216299,GRAPESWINE,95,Solano,3720.0,6.45,24000.0,1225.17,TONS,29404000,38.27,-121.9329
1983,216299,GRAPESWINE,95,Solano,4110.0,4.62,19000.0,1072.05,TONS,20369000,38.27,-121.9329
1984,216299,GRAPESWINE,95,Solano,4110.0,5.79,23800.0,821.85,TONS,19560000,38.27,-121.9329
1985,216299,GRAPESWINE,95,Solano,4440.0,4.03,17900.0,837.32,TONS,14988000,38.27,-121.9329
1986,216299,GRAPESWINE,95,Solano,4380.0,5.25,23000.0,766.13,TONS,17621000,38.27,-121.9329
1987,216299,GRAPESWINE,95,Solano,3910.0,5.42,21200.0,848.92,TONS,17997000,38.27,-121.9329
1988,216299,GRAPESWINE,95,Solano,4040.0,5.89,23800.0,831.01,TONS,19778000,38.27,-121.9329
1989,216299,GRAPESWINE,95,Solano,3900.0,3.67,14300.0,728.6,TONS,10419000,38.27,-121.9329
1990,216299,GRAPESWINE,95,Solano,3620.0,3.76,13600.0,681.99,TONS,9275000,38.27,-121.9329
1991,216299,GRAPESWINE,95,Solano,3731.0,4.72,17607.0,691.86,TONS,12181600,38.27,-121.9329
1992,216299,GRAPESWINE,95,Solano,4002.0,3.53,14137.0,782.68,TONS,11064700,38.27,-121.9329
1993,216299,GRAPESWINE,95,Solano,4021.0,3.0,12083.0,669.95,TONS,8095000,38.27,-121.9329
1994,216299,GRAPESWINE,95,Solano,4293.0,2.89,12400.0,750.11,TONS,9301400,38.27,-121.9329
1995,216299,GRAPESWINE,95,Solano,4291.0,3.75,16081.0,728.07,TONS,11708100,38.27,-121.9329
1996,216299,GRAPESWINE,95,Solano,4153.0,3.64,15118.0,676.75,TONS,10231100,38.27,-121.9329
1997,216299,GRAPESWINE,95,Solano,4075.0,3.7,15060.0,664.46,TONS,10006700,38.27,-121.9329
1998,216299,GRAPESWINE,95,Solano,4300.0,3.77,16191.0,817.0,TONS,13221100,38.27,-121.9329
1999,216299,GRAPESWINE,95,Solano,4072.0,4.0,16280.0,857.0,TONS,13957700,38.27,-121.9329
2000,216299,GRAPESWINE,95,Solano,3853.0,4.67,17999.0,1007.0,TONS,18116800,38.27,-121.9329
2001,216299,GRAPESWINE,95,Solano,3390.0,3.93,13307.0,1062.0,TONS,14130900,38.27,-121.9329
2002,216299,GRAPESWINE,95,Solano,2711.0,4.07,11026.0,1037.0,TONS,11437600,38.27,-121.9329
2003,216299,GRAPESWINE,95,Solano,2199.0,6.55,14396.0,1115.0,TONS,16052100,38.27,-121.9329
2004,216299,GRAPESWINE,95,Solano,2093.0,6.36,13312.0,1014.0,TONS,13495400,38.27,-121.9329
2005,216299,GRAPESWINE,95,Solano,2000.0,5.06,10112.0,746.0,TONS,7547700,38.27,-121.9329
2006,216299,GRAPESWINE,95,Solano,1874.0,5.36,10039.0,626.0,TONS,6286600,38.27,-121.9329
2007,216299,GRAPESWINE,95,Solano,1884.0,3.92,7377.0,591.0,TONS,4358700,38.27,-121.9329
2008,216299,GRAPESWINE,95,Solano,1786.0,4.82,8614.0,633.0,TONS,5454800,38.27,-121.9329
2009,216299,GRAPESWINE,95,Solano,1801.0,6.52,11747.0,584.0,TONS,6864900,38.27,-121.9329
2010,216299,GRAPESWINE,95,Solano,1234.0,6.24,7702.0,553.0,TONS,4255900,38.27,-121.9329
2011,216299,GRAPESWINE,95,Solano,1234.0,6.63,8187.0,626.0,TONS,5125000,38.27,-121.9329
2012,216299,GRAPESWINE,95,Solano,1096.0,3.52,3858.0,517.0,TONS,1995300,38.27,-121.9329
2013,216299,GRAPESWINE,95,Solano,1138.0,3.17,3604.0,341.0,TONS,1229800,38.27,-121.9329
2014,216299,GRAPESWINE,95,Solano,1061.0,4.5,4773.0,249.0,TONS,1187700,38.27,-121.9329
2015,216299,GRAPESWINE,95,Solano,1113.0,5.44,6058.0,259.0,TONS,1570200,38.27,-121.9329
2016,216299,GRAPESWINE,95,Solano,1054.0,5.34,5632.0,271.0,TONS,1527200,38.27,-121.9329
2017,216299,GRAPESWINE,95,Solano,1136.0,4.69,5329.0,261.0,TONS,1389100,38.27,-121.9329
2018,216299,GRAPESWINE,95,Solano,1164.0,4.78,5560.0,258.0,TONS,1435800,38.27,-121.9329
2019,216299,GRAPESWINE,95,Solano,1140.0,4.52,5154.0,328.0,TONS,1692300,38.27,-121.9329
2020,216299,GRAPESWINE,95,Solano,1138.0,3.99,4544.0,315.0,TONS,1433300,38.27,-121.9329
1980,216299,GRAPESWINE,97,Sonoma,56800.0,2.61,148000.0,2375.08,TONS,351512000,38.5289,-122.8881
1981,216299,GRAPESWINE,97,Sonoma,57500.0,4.0,230000.0,2843.57,TONS,654021000,38.5289,-122.8881
1982,216299,GRAPESWINE,97,Sonoma,59900.0,4.61,276000.0,2817.66,TONS,777675000,38.5289,-122.8881
1983,216299,GRAPESWINE,97,Sonoma,60000.0,3.43,206000.0,2807.34,TONS,578313000,38.5289,-122.8881
1984,216299,GRAPESWINE,97,Sonoma,60000.0,3.77,226000.0,2595.21,TONS,586518000,38.5289,-122.8881
1985,216299,GRAPESWINE,97,Sonoma,58200.0,3.14,183000.0,2440.1,TONS,446539000,38.5289,-122.8881
1986,216299,GRAPESWINE,97,Sonoma,58300.0,4.39,256000.0,2315.62,TONS,592798000,38.5289,-122.8881
1987,216299,GRAPESWINE,97,Sonoma,59800.0,4.53,271000.0,2232.72,TONS,605068000,38.5289,-122.8881
1988,216299,GRAPESWINE,97,Sonoma,58300.0,4.58,267000.0,2183.3,TONS,582942000,38.5289,-122.8881
1989,216299,GRAPESWINE,97,Sonoma,58100.0,2.87,167000.0,2078.32,TONS,347080000,38.5289,-122.8881
1990,216299,GRAPESWINE,97,Sonoma,56500.0,3.4,192000.0,2033.58,TONS,390448000,38.5289,-122.8881
1991,216299,GRAPESWINE,97,Sonoma,56306.0,3.78,212675.0,2186.61,TONS,465036400,38.5289,-122.8881
1992,216299,GRAPESWINE,97,Sonoma,55431.0,3.05,168992.0,2255.09,TONS,381092000,38.5289,-122.8881
1993,216299,GRAPESWINE,97,Sonoma,54899.0,3.62,198533.0,2098.14,TONS,416549600,38.5289,-122.8881
1994,216299,GRAPESWINE,97,Sonoma,55507.0,3.9,216248.0,1990.76,TONS,430496900,38.5289,-122.8881
1995,216299,GRAPESWINE,97,Sonoma,57050.0,4.05,230910.0,1864.64,TONS,430563500,38.5289,-122.8881
1996,216299,GRAPESWINE,97,Sonoma,50010.0,3.31,165783.0,1882.64,TONS,312110200,38.5289,-122.8881
1997,216299,GRAPESWINE,97,Sonoma,52176.0,3.08,160768.0,1967.2,TONS,316262300,38.5289,-122.8881
1998,216299,GRAPESWINE,97,Sonoma,46587.0,3.93,183139.0,2055.0,TONS,376422300,38.5289,-122.8881
1999,216299,GRAPESWINE,97,Sonoma,43589.0,3.98,173583.0,2157.0,TONS,374389700,38.5289,-122.8881
2000,216299,GRAPESWINE,97,Sonoma,42220.0,4.52,190789.0,2043.0,TONS,389781900,38.5289,-122.8881
2001,216299,GRAPESWINE,97,Sonoma,42227.0,3.37,142477.0,1890.0,TONS,269271000,38.5289,-122.8881
2002,216299,GRAPESWINE,97,Sonoma,35334.0,3.77,133258.0,1740.0,TONS,231828000,38.5289,-122.8881
2003,216299,GRAPESWINE,97,Sonoma,34121.0,5.5,187674.0,1589.0,TONS,298147300,38.5289,-122.8881
2004,216299,GRAPESWINE,97,Sonoma,33703.0,3.8,127990.0,1372.0,TONS,175572200,38.5289,-122.8881
2005,216299,GRAPESWINE,97,Sonoma,33189.0,4.22,139993.0,1135.0,TONS,158824800,38.5289,-122.8881
2006,216299,GRAPESWINE,97,Sonoma,33766.0,4.53,153096.0,995.0,TONS,152280700,38.5289,-122.8881
2007,216299,GRAPESWINE,97,Sonoma,31475.0,4.16,131039.0,952.0,TONS,124725900,38.5289,-122.8881
2008,216299,GRAPESWINE,97,Sonoma,31263.0,4.73,148010.0,1004.0,TONS,148618600,38.5289,-122.8881
2009,216299,GRAPESWINE,97,Sonoma,29421.0,4.95,145493.0,1016.0,TONS,147802900,38.5289,-122.8881
2010,216299,GRAPESWINE,97,Sonoma,29473.0,3.8,111921.0,1004.0,TONS,112401900,38.5289,-122.8881
2011,216299,GRAPESWINE,97,Sonoma,29298.0,4.42,129544.0,944.0,TONS,122306600,38.5289,-122.8881
2012,216299,GRAPESWINE,97,Sonoma,29452.0,3.54,104161.0,805.0,TONS,83824800,38.5289,-122.8881
2013,216299,GRAPESWINE,97,Sonoma,28191.0,3.77,106205.0,636.0,TONS,67567600,38.5289,-122.8881
2014,216299,GRAPESWINE,97,Sonoma,28609.0,3.77,107992.0,579.0,TONS,62565480,38.5289,-122.8881
2015,216299,GRAPESWINE,97,Sonoma,28099.0,3.59,100962.0,572.0,TONS,57700792,38.5289,-122.8881
2016,216299,GRAPESWINE,97,Sonoma,26348.0,3.81,100293.0,592.0,TONS,59369600,38.5289,-122.8881
2017,216299,GRAPESWINE,97,Sonoma,25541.0,3.14,80201.0,543.0,TONS,43514100,38.5289,-122.8881
2018,216299,GRAPESWINE,97,Sonoma,24746.0,4.0,98979.0,565.0,TONS,55910300,38.5289,-122.8881
2019,216299,GRAPESWINE,97,Sonoma,23776.0,3.39,80675.0,590.0,TONS,47626000,38.5289,-122.8881
2020,216299,GRAPESWINE,97,Sonoma,23639.0,3.34,78941.0,506.0,TONS,39982000,38.5289,-122.8881
1980,216299,GRAPESWINE,99,Stanislaus,8500.0,9.49,80700.0,440.61,TONS,35557000,37.5591,-120.9977
1981,216299,GRAPESWINE,99,Stanislaus,9230.0,9.17,84600.0,481.54,TONS,40738000,37.5591,-120.9977
1982,216299,GRAPESWINE,99,Stanislaus,13000.0,8.65,112500.0,342.0,TONS,38525000,37.5591,-120.9977
1983,216299,GRAPESWINE,99,Stanislaus,13520.0,10.89,147200.0,310.0,TONS,45618000,37.5591,-120.9977
1984,216299,GRAPESWINE,99,Stanislaus,13560.0,8.47,114900.0,421.0,TONS,48382000,37.5591,-120.9977
1985,216299,GRAPESWINE,99,Stanislaus,13700.0,9.1,124700.0,239.0,TONS,29830000,37.5591,-120.9977
1986,216299,GRAPESWINE,99,Stanislaus,17500.0,9.53,166700.0,200.0,TONS,33280000,37.5591,-120.9977
1987,216299,GRAPESWINE,99,Stanislaus,17200.0,8.83,151900.0,214.0,TONS,32456000,37.5591,-120.9977
1988,216299,GRAPESWINE,99,Stanislaus,19700.0,8.68,171000.0,225.0,TONS,38472000,37.5591,-120.9977
1989,216299,GRAPESWINE,99,Stanislaus,18300.0,10.82,198000.0,177.0,TONS,35132000,37.5591,-120.9977
1990,216299,GRAPESWINE,99,Stanislaus,17400.0,9.66,168000.0,170.0,TONS,28611000,37.5591,-120.9977
1991,216299,GRAPESWINE,99,Stanislaus,16173.0,9.4,152000.0,172.0,TONS,26192000,37.5591,-120.9977
1992,216299,GRAPESWINE,99,Stanislaus,17000.0,9.24,157040.0,168.0,TONS,26438000,37.5591,-120.9977
1993,216299,GRAPESWINE,99,Stanislaus,16950.0,9.59,162550.0,142.0,TONS,23160000,37.5591,-120.9977
1994,216299,GRAPESWINE,99,Stanislaus,17211.0,8.7,149800.0,125.0,TONS,18794000,37.5591,-120.9977
1995,216299,GRAPESWINE,99,Stanislaus,16250.0,8.15,132500.0,129.0,TONS,17034000,37.5591,-120.9977
1996,216299,GRAPESWINE,99,Stanislaus,16331.0,7.32,119600.0,113.0,TONS,13491000,37.5591,-120.9977
1997,216299,GRAPESWINE,99,Stanislaus,16312.0,7.51,122500.0,147.0,TONS,17975000,37.5591,-120.9977
1998,216299,GRAPESWINE,99,Stanislaus,19767.0,9.51,187900.0,119.0,TONS,22294000,37.5591,-120.9977
2019,216299,GRAPESWINE,99,Stanislaus,17550.0,6.81,119600.0,214.0,TONS,25597000,37.5591,-120.9977
2020,216299,GRAPESWINE,99,Stanislaus,17950.0,8.8,157900.0,183.0,TONS,28848000,37.5591,-120.9977
2018,216299,GRAPESWINE,103,Tehama,138.0,4.23,584.0,1804.79,TONS,1054000,40.1257,-122.234
2019,216299,GRAPESWINE,103,Tehama,162.0,3.36,544.0,1604.78,TONS,873000,40.1257,-122.234
2020,216299,GRAPESWINE,103,Tehama,141.0,5.16,728.0,1837.91,TONS,1338000,40.1257,-122.234
1998,216299,GRAPESWINE,105,Trinity,44.0,1.93,85.0,1729.41,TONS,147000,40.6507,-123.1126
1999,216299,GRAPESWINE,105,Trinity,44.0,1.93,85.0,1729.41,TONS,147000,40.6507,-123.1126
2000,216299,GRAPESWINE,105,Trinity,44.0,1.93,85.0,1729.41,TONS,147000,40.6507,-123.1126
2001,216299,GRAPESWINE,105,Trinity,44.0,1.93,85.0,1729.41,TONS,147000,40.6507,-123.1126
2002,216299,GRAPESWINE,105,Trinity,114.0,2.33,266.0,1214.29,TONS,323000,40.6507,-123.1126
2003,216299,GRAPESWINE,105,Trinity,114.0,2.33,266.0,1214.29,TONS,323000,40.6507,-123.1126
2004,216299,GRAPESWINE,105,Trinity,114.0,2.33,266.0,1214.29,TONS,323000,40.6507,-123.1126
2005,216299,GRAPESWINE,105,Trinity,114.0,2.33,266.0,1214.29,TONS,323000,40.6507,-123.1126
2006,216299,GRAPESWINE,105,Trinity,114.0,,,,TONS,237300,40.6507,-123.1126
2007,216299,GRAPESWINE,105,Trinity,114.0,,,,TONS,237300,40.6507,-123.1126
2008,216299,GRAPESWINE,105,Trinity,114.0,,,,TONS,237300,40.6507,-123.1126
2009,216299,GRAPESWINE,105,Trinity,114.0,,,,TONS,237300,40.6507,-123.1126
2010,216299,GRAPESWINE,105,Trinity,114.0,,,,TONS,237300,40.6507,-123.1126
2011,216299,GRAPESWINE,105,Trinity,114.0,,,,TONS,237300,40.6507,-123.1126
2012,216299,GRAPESWINE,105,Trinity,114.0,,,,TONS,237300,40.6507,-123.1126
2013,216299,GRAPESWINE,105,Trinity,,,140.0,1204.0,TONS,168600,40.6507,-123.1126
2016,216299,GRAPESWINE,105,Trinity,,,140.0,1204.0,TONS,168600,40.6507,-123.1126
2017,216299,GRAPESWINE,105,Trinity,,,140.0,1204.0,TONS,168600,40.6507,-123.1126
2018,216299,GRAPESWINE,105,Trinity,,,140.0,1204.0,TONS,168600,40.6507,-123.1126
2019,216299,GRAPESWINE,105,Trinity,85.0,,,,TONS,49500,40.6507,-123.1126
1980,216299,GRAPESWINE,107,Tulare,6500.0,17.23,112000.0,317.0,TONS,35504000,36.2202,-118.8005
1981,216299,GRAPESWINE,107,Tulare,6260.0,18.69,117000.0,290.0,TONS,33930000,36.2202,-118.8005
1982,216299,GRAPESWINE,107,Tulare,8410.0,17.72,149000.0,314.0,TONS,46786000,36.2202,-118.8005
1983,216299,GRAPESWINE,107,Tulare,9450.0,17.35,164000.0,308.0,TONS,50512000,36.2202,-118.8005
